factor,source,active,original_family,proposed_family,mechanism,horizon,formula_units,definition,review_status,reason,representative_eligible,source_reference,semantic_resolved,replacement_hold_reason
kunquant_alpha101_alpha024,alpha101,True,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha025,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha025_canonical_vwap_v2,alpha101,False,TradingBehavior,TradingBehavior,within_day_price_formation,unspecified,unresolved,Canonical replacement uses the provider's direct $vwap field; V1 proxy remains immutable.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha026,alpha101,True,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha028,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha029,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha030,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha031,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha033,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Generated from KunQuant pandas reference smoke; coverage=0.993685 V4 smoke passed for selected Alpha101 adapter factor.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha034,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha035,alpha101,True,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha038,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha040,alpha101,True,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha041,alpha101,True,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha041_canonical_vwap_v2,alpha101,False,TradingBehavior,TradingBehavior,within_day_price_formation,unspecified,unresolved,Canonical replacement uses the provider's direct $vwap field; V1 proxy remains immutable.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha042,alpha101,True,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha042_canonical_vwap_v2,alpha101,True,TradingBehavior,TradingBehavior,within_day_price_formation,unspecified,unresolved,Canonical replacement uses the provider's direct $vwap field; V1 proxy remains immutable.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha043,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha044,alpha101,True,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha045,alpha101,True,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha046,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha047,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha047_canonical_vwap_v2,alpha101,False,TradingBehavior,TradingBehavior,within_day_price_formation,unspecified,unresolved,Canonical replacement uses the provider's direct $vwap field; V1 proxy remains immutable.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha049,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha050,alpha101,True,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha050_canonical_vwap_v2,alpha101,True,TradingBehavior,TradingBehavior,within_day_price_formation,unspecified,unresolved,Canonical replacement uses the provider's direct $vwap field; V1 proxy remains immutable.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha051,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha053,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha054,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha055,alpha101,True,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha057,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha057_canonical_vwap_v2,alpha101,False,TradingBehavior,TradingBehavior,within_day_price_formation,unspecified,unresolved,Canonical replacement uses the provider's direct $vwap field; V1 proxy remains immutable.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha060,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha061,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Pending Alpha101 batch V4 evaluation.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha061_canonical_vwap_v2,alpha101,False,TradingBehavior,TradingBehavior,within_day_price_formation,unspecified,unresolved,Canonical replacement uses the provider's direct $vwap field; V1 proxy remains immutable.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha062,alpha101,False,Multi,OpaqueMultiInput,mixed_formula_information,unspecified,unresolved,Alpha101 batch V4 passed.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
kunquant_alpha101_alpha062_canonical_vwap_v2,alpha101,False,TradingBehavior,TradingBehavior,within_day_price_formation,unspecified,unresolved,Canonical replacement uses the provider's direct $vwap field; V1 proxy remains immutable.,implementation_semantics_review_required,Keep proxy/direct VWAP implementations distinct; no automatic replacement from correlations.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
